,Id,Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Total_spend,Age,Tenure,Total_dependencies,Total_spend_cluster,Income and Expenditure cluster
845,7235,2n Cycle,Married,-1.6093403327129117,37,3,2,0,4,5,-0.8869884789146419,49,11,1,0,1
846,8527,Master,Together,0.9728758493712184,37,5,6,2,6,7,-0.21045148086610113,59,11,2,0,2
847,1968,Graduation,Widow,-0.08958858194637358,37,1,1,0,2,7,-0.9059390951064777,53,11,1,0,2
848,9862,Graduation,Together,-1.348903811844827,37,2,2,0,3,6,-0.8964637870105598,55,11,1,0,1
849,11075,Graduation,Married,0.2062439909949319,37,4,3,3,5,4,-0.44733418326404956,46,11,2,0,2
850,6658,Graduation,Together,0.6619946554886035,37,7,11,2,12,6,1.3037027528615854,52,11,1,1,0
851,4552,Graduation,Married,0.21186072979696996,37,1,3,5,3,4,-0.2142416041044683,33,11,0,0,2
852,10377,Master,Together,-0.03617657522510617,37,3,6,1,5,6,-0.20666135762773394,66,11,1,0,2
854,10350,PhD,Married,0.37395133352748283,37,1,1,0,3,4,-0.8869884789146419,74,11,3,0,2
855,11071,Graduation,Single,1.7079267990115174,37,1,3,6,6,1,2.6852026732464207,40,11,0,1,0
856,11100,Graduation,Divorced,0.23517549463561843,37,2,2,0,3,7,-0.8396119384350522,52,11,2,0,2
857,6516,Basic,Married,-1.5836940913903985,37,1,1,0,2,7,-0.9248897112983137,35,11,1,0,1
858,1734,PhD,Together,-0.35336335323453744,37,4,3,0,4,7,-0.8055008292897476,56,11,3,0,1
859,2131,PhD,Divorced,0.8204820682895071,37,4,9,4,6,6,1.517844715829331,65,12,1,1,0
860,6439,Graduation,Married,0.7258983063872627,37,7,11,5,8,7,1.1293570838966955,66,12,1,2,0
861,10591,Graduation,Widow,-0.19800223844608897,37,2,4,1,4,7,-0.5780934349877171,55,12,1,0,2
862,9797,Graduation,Married,0.5691595009492577,38,2,3,3,8,2,-0.11948852314528892,68,10,1,0,2
863,9336,PhD,Widow,0.7848740638086621,38,3,6,2,10,4,0.2462583693571435,55,10,1,2,2
864,2174,Graduation,Single,-0.05461643468840087,38,2,1,1,2,5,-0.9078341567256614,70,10,2,0,2
865,3197,Graduation,Married,1.58849161731535,38,2,6,4,8,4,0.31069046440938547,44,11,1,2,0
866,9185,PhD,Single,1.1860999714410398,38,3,4,6,5,3,0.9910175856962935,58,11,0,2,0
867,905,Graduation,Divorced,-1.3527189551820604,38,4,4,0,3,8,-0.7998156444321969,38,11,1,0,1
868,10858,Graduation,Together,1.5449883856505082,38,4,9,5,7,5,0.5949497072869236,49,11,2,2,0
869,8925,Master,Married,1.2016784734014097,38,3,8,5,10,5,0.9588015381701724,59,11,1,2,0
870,2499,2n Cycle,Single,1.4819325443823455,38,1,5,2,10,4,0.10791887115674159,66,11,1,2,2
871,1109,Master,Together,-1.048355297833886,38,1,1,0,2,7,-0.9362600810134152,42,11,1,0,1
872,326,Graduation,Married,0.19993840686811562,38,4,5,1,6,6,-0.3620564104007881,51,11,2,0,2
873,10967,Graduation,Divorced,-0.7416601640018465,38,3,2,0,4,7,-0.7713897201444431,61,11,2,0,1
874,5370,PhD,Married,-0.7805534308008646,38,4,7,1,6,8,-0.17634037172079656,51,11,1,0,1
875,2098,PhD,Married,-0.7309035793149246,38,1,1,0,2,8,-0.9267847729174973,55,11,2,0,1
876,1773,2n Cycle,Married,-1.8536154824996605,38,1,2,0,3,9,-0.8509823081501537,46,12,0,0,1
877,5036,PhD,Single,-0.24717519701487484,38,2,4,5,3,6,-0.18960580305508165,40,12,1,0,2
880,2156,PhD,Married,-1.315203379032599,38,4,2,0,4,5,-0.8813032940570912,69,12,2,0,1
881,2569,Graduation,Married,-1.5923841401029857,38,1,1,0,3,8,-0.8718279859611732,37,12,0,0,1
882,10151,Graduation,Divorced,0.7857748615410645,38,1,4,5,12,3,0.8337274713040557,64,12,2,2,0
883,10473,PhD,Widow,1.6242585861019132,38,1,6,4,9,7,0.04159171448531603,68,12,1,2,2
884,7079,Graduation,Divorced,0.8749538370488948,38,5,9,6,12,6,1.4003508954399484,62,12,1,1,0
885,6875,PhD,Together,-0.776155418342665,38,2,7,3,5,8,0.043486776104499615,59,12,0,2,1
886,6728,Graduation,Together,-0.9681842996500788,38,2,1,0,3,9,-0.868037862722806,39,12,1,0,1
887,2471,Graduation,Married,0.7475174519649186,39,1,3,2,6,2,-0.39237739630772556,59,10,0,0,2
888,49,Graduation,Single,-1.4194309754817387,39,1,1,1,2,7,-0.9116242799640285,54,10,1,0,1
889,4973,Graduation,Single,-1.4194309754817387,39,1,1,1,2,7,-0.9116242799640285,54,10,1,0,1
890,6387,PhD,Together,0.25515200905418767,39,3,2,1,3,5,-0.813081075766482,48,10,2,0,2
891,5866,Graduation,Together,0.04298764902248659,39,3,4,1,4,7,-0.5439823258424126,50,10,1,0,2
892,8523,Graduation,Married,-1.486090007679511,39,3,4,0,3,8,-0.845297123292603,56,11,1,0,1
893,7901,Master,Married,-0.7029258615085464,39,1,0,0,3,4,-0.9173094648215793,53,11,1,0,1
894,898,Graduation,Married,-1.2662953609733432,39,3,3,0,4,8,-0.6804267624236309,38,11,1,0,1
895,10242,PhD,Together,0.005154144261588844,39,2,2,0,4,5,-0.8168711990048492,58,11,2,0,2
896,5835,PhD,Divorced,-1.7234767042184773,39,3,2,0,4,8,-0.8358218151966851,48,11,1,0,1
897,6919,2n Cycle,Married,-1.1207370450375083,39,3,2,1,3,6,-0.8396119384350522,46,11,1,0,1
898,6197,PhD,Single,-1.0670071097048046,39,3,3,0,3,9,-0.8509823081501537,62,11,2,0,1
899,10475,Master,Together,-2.5102970294209572,39,2,4,2,6,5,-0.358266287162421,54,11,1,0,1
900,4201,Graduation,Single,0.5612642737652609,39,5,4,2,8,5,-0.07211198266569922,62,11,1,0,2
901,5092,PhD,Widow,0.22224639777054972,39,4,7,1,7,8,-0.07400704428488282,75,11,1,0,2
902,6566,PhD,Married,1.3339897638607396,39,9,5,2,12,8,1.540585455259534,70,12,2,1,0
903,6613,Master,Married,-0.15174362548213416,39,6,8,4,8,8,0.41870897670284996,54,12,1,2,2
904,9094,2n Cycle,Married,0.8264697238048873,39,2,7,4,3,6,0.1534003500171477,69,12,1,2,2
905,9847,2n Cycle,Married,0.8264697238048873,39,2,7,4,3,6,0.1534003500171477,69,12,1,2,2
906,10767,PhD,Together,1.6145617634531115,40,1,3,5,12,1,1.5917521189774908,35,10,0,1,0
907,7943,PhD,Married,-0.5675942492405732,40,1,1,1,3,2,-0.8926736637721927,49,10,1,0,1
908,1055,Master,Married,0.3088819443868912,40,1,1,0,3,4,-0.8737230475803568,48,10,2,0,2
909,1458,Master,Married,-1.3944205913820977,40,3,3,0,3,6,-0.8756181091995404,42,10,1,0,1
910,8402,Master,Married,1.0445157631481565,40,2,7,5,8,4,0.5456781051881503,71,11,1,2,0
911,6246,Graduation,Single,1.4050997966186174,40,1,3,11,8,1,1.8968570396660485,71,11,0,1,0
912,4654,Graduation,Together,1.469851257147773,40,1,3,10,5,2,1.4155113883934172,32,11,0,1,0
913,6103,Graduation,Married,-0.27462303380219283,40,1,2,1,3,4,-0.7694946585252594,76,11,0,0,2
914,8147,Graduation,Married,-0.8436092720690276,40,3,2,0,3,8,-0.868037862722806,64,11,2,0,1
915,10207,Graduation,Together,-1.3034930085113687,40,1,1,0,2,8,-0.9305748961558644,46,11,1,0,1
916,4838,Graduation,Together,-1.3034930085113687,40,1,1,0,2,8,-0.9305748961558644,46,11,1,0,1
917,10219,Graduation,Together,-0.836402890209809,40,1,1,0,3,8,-0.8869884789146419,52,11,1,0,1
920,5802,Basic,Married,-1.758501839578356,40,1,2,0,4,6,-0.8168711990048492,52,11,0,0,1
921,10790,PhD,Married,-1.5475562058904933,40,1,1,0,2,8,-0.9192045264407629,39,11,1,0,1
922,178,Graduation,Married,0.8016183040109642,40,4,8,3,11,5,0.8848941350220125,68,11,1,2,0
923,2308,Graduation,Married,-0.03395107494505337,40,2,6,1,5,7,-0.3336304861130343,70,12,1,0,2
924,7431,PhD,Single,1.0995704010285106,40,1,7,4,5,9,2.4900113264705115,33,12,0,1,0
925,9405,PhD,Married,0.2911309302483748,40,3,3,1,4,7,-0.6330502219440411,70,12,2,0,2
926,10525,Graduation,Single,-1.1020852331665894,40,1,1,0,2,9,-0.9078341567256614,38,12,1,0,1
927,7503,Graduation,Single,1.5075257976029528,40,0,5,8,9,4,3.227190296332927,48,12,0,1,0
928,8783,Graduation,Married,0.5124092438079112,40,3,4,2,9,3,-0.09864284533426945,74,12,1,0,2
929,1403,2n Cycle,Together,-0.6565612723407795,40,2,1,0,3,7,-0.8869884789146419,49,12,2,0,1
930,4643,Graduation,Married,-1.0370688321279038,40,2,3,0,4,8,-0.6254699754673068,51,12,1,0,1
931,3463,PhD,Married,1.1608776349337748,41,4,7,3,13,5,0.754134883298345,49,10,1,2,0
932,4055,Basic,Single,-1.5169820710907203,41,2,3,0,3,6,-0.8377168768158686,32,10,1,0,1
933,7010,2n Cycle,Married,1.2478311101615525,41,1,6,6,7,3,1.6239681665036119,59,10,0,1,0
934,4767,2n Cycle,Married,1.2478311101615525,41,1,6,6,7,3,1.6239681665036119,59,10,0,1,0
935,1927,2n Cycle,Together,1.167130230958685,41,4,4,4,5,2,0.34859169679305724,51,10,1,2,0
936,437,Master,Divorced,1.464446470753359,41,1,3,8,11,1,0.9872274624579264,48,10,0,2,0
938,4084,Graduation,Together,0.71847997212042,41,2,6,4,11,4,0.6953879731036537,49,10,1,2,0
939,8135,Master,Married,-1.0710871935515682,41,1,1,0,3,7,-0.8604576162460716,38,11,1,0,1
940,9750,PhD,Divorced,0.8981626256837313,41,5,10,3,5,7,1.517844715829331,63,11,1,1,0
941,6682,Basic,Married,-1.5046888314485238,41,1,1,0,3,8,-0.8888835405338255,51,12,1,0,1
942,10581,Graduation,Married,-0.33121432663782135,41,7,7,3,4,8,-9.964113672289699e-05,47,12,1,2,2
943,3710,PhD,Single,-0.4075171933824891,41,2,2,1,2,7,-0.8055008292897476,40,12,1,0,1
944,5207,PhD,Married,0.3181018741185386,41,10,9,4,6,8,0.5437830435689668,61,12,2,2,2
945,9360,Graduation,Married,-0.547617734822004,41,1,4,2,5,8,-0.36016134878160455,42,12,0,0,1
946,4679,Master,Married,1.6603964716018182,42,3,7,6,12,4,1.1104064677048595,47,10,1,2,0
948,10839,Graduation,Together,-0.5877297279648606,42,2,1,0,3,4,-0.9040440334872942,48,10,2,0,1
949,5303,PhD,Together,1.709251501559168,42,1,6,4,9,2,1.1502027617077148,50,10,0,2,0
950,9829,Graduation,Together,-0.9955261602335848,42,3,2,0,4,6,-0.8111860141472984,46,10,1,0,1
952,3602,Master,Married,0.2139272657713047,42,2,3,2,4,4,-0.5894638047028187,66,11,1,0,2
953,4756,2n Cycle,Divorced,0.880835516360463,42,1,7,6,11,4,1.2544311507628123,72,11,0,1,0
954,8181,2n Cycle,Single,-0.4653272125619561,42,3,4,1,3,8,-0.6235749138481232,46,11,1,0,1
955,6958,Master,Married,-1.0325118553639863,42,1,1,1,2,6,-0.909729218344845,47,11,1,0,1
956,10856,2n Cycle,Single,-0.07872602105563964,42,1,1,0,3,6,-0.8718279859611732,44,11,1,0,2
957,3321,PhD,Together,0.4875048359120821,42,3,7,3,7,5,0.06812257715388625,57,11,2,2,2
958,5394,Basic,Single,-1.6617455654979647,42,4,1,1,4,3,-0.8869884789146419,45,11,2,0,1
959,433,Master,Alone,0.7395162485771096,42,5,11,1,6,8,0.23867812288040915,66,11,2,2,2
960,6320,Master,Single,1.2461884790024658,42,1,6,6,10,3,1.898752101285232,48,11,0,1,0
961,5376,Graduation,Married,-2.380635144056928,42,15,0,28,0,1,2.3194557807439886,45,11,1,1,1
962,1867,Graduation,Single,0.9259283910824854,42,1,9,3,6,5,1.572801502785655,67,12,0,1,0
963,4324,Graduation,Married,-0.26429035393051903,42,5,8,1,7,8,0.3372213270779557,35,12,1,2,2
965,521,Graduation,Together,0.35137840211551863,42,2,8,1,7,7,0.14202998030204617,39,12,1,2,2
966,10403,Graduation,Together,-1.6343507168125528,43,3,3,0,3,7,-0.8756181091995404,46,10,1,0,1
967,7186,PhD,Together,-0.8759850023336053,43,2,1,1,2,5,-0.8926736637721927,58,10,2,0,1
968,4329,PhD,Married,-1.5041589504294635,43,2,1,0,3,7,-0.9286798345366808,40,10,1,0,1
970,1717,Graduation,Single,-0.40417894296240986,43,3,5,1,4,8,-0.4416489984064988,36,10,1,0,2
971,1016,PhD,Single,-0.6793461561603679,43,2,2,0,3,6,-0.8547724313885209,65,10,1,0,1
972,3783,PhD,Married,0.29033610871978444,43,2,2,1,4,5,-0.7391736726183221,65,10,2,0,2
974,10727,PhD,Married,1.150333002654477,43,2,7,3,13,8,2.046566907581552,54,11,1,1,0
975,5299,PhD,Married,1.150333002654477,43,2,7,3,13,8,2.046566907581552,54,11,1,1,0
976,6872,PhD,Married,0.952581406341213,43,2,4,2,8,4,-0.19150086467426525,50,11,1,0,2
977,1143,Graduation,Married,-1.3412205370684542,43,2,2,0,3,7,-0.8547724313885209,52,11,1,0,1
978,10381,Graduation,Single,0.01675853857900706,43,1,1,0,2,6,-0.9192045264407629,45,11,1,0,2
979,11007,PhD,Married,-0.9637332990899732,43,1,1,0,3,8,-0.8945687253913762,56,11,1,0,1
980,9145,Graduation,Single,1.3315523111730627,43,2,5,9,6,2,1.8419002527097244,52,11,1,1,0
981,5267,Graduation,Divorced,-0.7094433980429868,43,1,1,0,3,7,-0.8756181091995404,54,11,1,0,1
982,9738,Master,Together,-0.2643433420324251,43,1,3,0,3,8,-0.7694946585252594,38,11,1,0,2
983,10212,Master,Together,-0.2643433420324251,43,1,3,0,3,8,-0.7694946585252594,38,11,1,0,2
984,10010,PhD,Divorced,-0.5520157472802036,43,4,3,2,2,9,-0.6709514543277129,71,12,2,0,1
985,10069,Basic,Together,-1.7830883188627489,43,1,2,0,2,9,-0.8490872465309701,36,12,1,0,1
986,2694,Graduation,Married,-0.24961264970255173,44,1,1,0,3,6,-0.9135193415832121,57,10,1,0,1
987,10613,PhD,Together,-0.5320392328616343,44,4,3,0,4,4,-0.8415070000542358,66,10,2,0,1
988,4646,2n Cycle,Married,1.6491100058958361,44,1,5,7,12,2,0.8943694431179304,73,11,0,2,0
989,6935,2n Cycle,Married,1.6491100058958361,44,1,5,7,12,2,0.8943694431179304,73,11,0,2,0
990,5596,2n Cycle,Together,0.6065161127930013,44,1,9,2,9,6,0.4206040383220336,68,11,1,2,2
991,1044,Graduation,Together,0.5841021456867552,44,3,5,4,8,4,0.17045590458979998,71,11,0,2,2
993,9076,PhD,Married,-0.8818666816451735,44,4,4,1,4,8,-0.6084144208946545,44,11,1,0,1
995,10176,Graduation,Single,0.5156945061260844,44,7,4,4,8,8,-0.1706551868632458,56,12,1,0,2
996,3507,Graduation,Single,1.541544159026617,44,2,2,5,5,6,2.0257212297705323,54,12,1,1,0
997,9235,Graduation,Single,-2.5102970294209572,45,1,1,0,2,7,-0.9248897112983137,67,10,2,0,1
998,10341,Graduation,Together,0.20878741988642083,45,1,2,2,5,2,-0.5382971409848618,76,10,0,0,2
999,2639,Graduation,Single,-0.19990981011470565,45,3,3,1,2,6,-0.8301366303391343,58,10,2,0,2
1000,6201,Graduation,Single,-0.46267780746665516,45,2,2,0,3,7,-0.8661428011036224,46,11,2,0,1
1001,7397,Graduation,Single,0.09088889314552799,45,3,7,2,9,7,0.34480157355469004,73,11,1,2,2
1002,2181,Graduation,Married,1.2315637628764045,45,1,3,3,7,2,1.466678052111374,54,11,0,1,0
1003,1204,PhD,Married,1.0683074209039591,45,3,11,5,11,8,2.5070668810431638,54,11,1,1,0
1004,1170,Graduation,Married,-1.0492560955662882,45,4,5,1,4,8,-0.49660578536282285,49,11,1,0,1
1005,8812,2n Cycle,Divorced,-1.7932090463267985,45,2,2,0,3,7,-0.868037862722806,45,11,1,0,1
1006,4690,Graduation,Married,0.17752443976186946,45,4,8,1,8,8,0.15150528839796412,71,11,1,2,2
1007,1715,Graduation,Together,-1.1405016070484535,45,2,2,0,3,7,-0.868037862722806,46,11,1,0,1
1008,10821,Graduation,Married,0.5160124347375205,45,6,4,1,5,7,-0.4605996145983347,46,11,2,0,2
1009,6543,Master,Together,0.8198462110666348,45,1,3,6,4,2,2.095838509680325,79,11,0,1,0
1010,7119,Graduation,Single,1.1261174400834262,45,1,2,3,6,1,0.6044250153828415,42,11,0,2,0
1011,3518,Graduation,Married,-1.1712347061539445,45,1,1,1,2,9,-0.8642477394844389,41,12,1,0,1
1012,1245,Graduation,Single,0.8708737532021313,45,4,4,3,12,8,1.6391286594570804,58,12,1,1,0
1013,2561,Graduation,Single,0.8708737532021313,45,4,4,3,12,8,1.6391286594570804,58,12,1,1,0
1014,9624,PhD,Together,0.9597877882004316,46,1,3,4,6,1,0.8659435188301766,66,10,0,2,0
1015,10509,Master,Single,-0.5536053903373842,46,2,3,0,3,8,-0.8244514454815836,69,10,2,0,1
1016,7629,Graduation,Married,-1.3388360724826835,46,2,2,0,3,7,-0.900253910248927,47,10,2,0,1
1017,7875,Graduation,Married,1.3061710103600797,46,1,4,8,13,2,2.219017514927258,75,10,0,1,0
1018,2815,Graduation,Married,-0.7519928438735203,46,2,4,0,3,7,-0.7315934261415877,49,10,1,0,1
1019,2936,Master,Together,-1.2565455502226355,46,1,1,0,3,7,-0.9154144032023958,42,11,1,0,1
1020,3665,2n Cycle,Together,-1.1689032296700796,46,3,3,0,3,8,-0.8566674930077045,47,11,1,0,1
1021,10888,Graduation,Single,-0.07612960406224469,46,2,8,4,6,6,0.2462583693571435,63,11,0,2,2
1022,6637,Graduation,Single,1.0373093812889378,46,1,3,4,7,1,1.1577830081844493,36,11,0,2,0
1023,5077,Graduation,Together,1.585577271710519,46,1,6,6,11,3,0.8773138885452781,45,11,1,2,0
1024,6173,Graduation,Together,1.585577271710519,46,1,6,6,11,3,0.8773138885452781,45,11,1,2,0
1025,3969,Master,Together,-0.2308548616278209,46,1,2,2,2,5,-0.7069576250922011,50,11,1,0,2
1026,4580,Graduation,Married,1.5040285828771554,46,1,9,7,9,5,3.7521223648467807,55,11,0,1,0
1027,663,PhD,Single,-0.7089135170239266,46,1,1,1,3,4,-0.8244514454815836,35,11,0,0,1
1028,8299,PhD,Single,-0.7089135170239266,46,1,1,1,3,4,-0.8244514454815836,35,11,0,0,1
1029,8945,Graduation,Divorced,0.3583198434652072,46,2,4,1,4,6,-0.5743033117493499,54,11,1,0,2
1030,10870,Graduation,Married,0.7337935335712595,46,2,9,3,4,5,1.5822768108815728,57,11,1,1,0
1031,1184,PhD,Divorced,1.1815959827790283,46,3,10,2,10,5,0.6423262477665133,56,11,2,2,0
1032,6141,Master,Single,0.11229608631555978,46,2,6,1,5,7,-0.229402097057937,52,11,1,0,2
1033,8825,Graduation,Together,0.20242884765769853,46,8,9,2,5,8,0.10981393277592519,62,11,2,2,2
1034,2217,2n Cycle,Married,-0.5346886379569353,46,1,0,0,3,6,-0.9154144032023958,49,11,2,0,1
1035,4102,2n Cycle,Married,-0.5346886379569353,46,1,0,0,3,6,-0.9154144032023958,49,11,2,0,1
1036,4653,Graduation,Together,-0.2842138802471823,46,4,3,1,4,8,-0.6008341744179202,46,11,1,0,2
1037,10092,Graduation,Divorced,1.2012015804842555,46,4,7,10,5,5,1.8911718548084977,70,11,1,1,0
1038,5788,Graduation,Together,-0.07003597234305248,46,3,3,2,4,5,-0.5629329420342484,52,11,1,0,2
1039,4669,Basic,Married,-1.213148294761606,46,3,3,0,4,7,-0.7657045352868923,43,11,1,0,1
1040,6295,Graduation,Married,0.363406701248185,46,4,11,6,5,8,0.9000546279754812,47,11,1,2,0
1041,7453,Graduation,Single,-0.5958369075564816,46,6,3,8,4,4,-0.034210750282027476,70,11,1,2,1
1042,10841,PhD,Together,0.4866570262815858,46,3,4,3,8,4,-0.04179099675876183,49,12,1,2,2
1044,3933,Graduation,Together,-0.1782906645370498,46,6,10,2,6,9,0.29552997145591675,44,12,1,2,2
1047,5633,Graduation,Married,0.14880488852880705,47,7,3,1,6,5,-0.5212415864122095,44,10,2,0,2
1048,843,Graduation,Married,0.919198902140421,47,4,8,2,11,6,0.5665237829991698,53,10,1,2,0
1049,6211,PhD,Together,-0.5288069586453672,47,1,1,0,3,6,-0.8850934172954583,48,10,1,0,1
1050,7007,Master,Married,-0.9448695348114303,47,2,3,1,2,7,-0.8396119384350522,56,10,2,0,1
1051,9671,Graduation,Married,-1.4762872088268975,47,4,3,1,2,8,-0.8282415687199507,56,10,2,0,1
1052,8975,Graduation,Married,-1.4762872088268975,47,4,3,1,2,8,-0.8282415687199507,56,10,2,0,1
1053,6616,Graduation,Together,0.641488260050974,47,2,3,3,8,2,-0.08537741399998434,49,11,1,0,2
1056,3075,PhD,Married,0.6675584061887355,47,1,3,4,7,1,-0.23508728191548775,52,11,0,0,2
1057,2937,PhD,Single,1.1115457120592709,47,3,8,5,9,6,0.6915978498652866,50,11,1,2,0
1059,2021,Graduation,Married,0.7461397613153621,47,4,6,10,13,4,1.6713447069832015,49,11,1,1,0
1060,880,Basic,Together,-1.3109643308801173,47,1,2,1,2,8,-0.7770749050019938,58,11,0,0,1
1061,524,Basic,Together,-1.3109643308801173,47,1,2,1,2,8,-0.7770749050019938,58,11,0,0,1
1062,10837,Graduation,Married,-1.2408610720584539,47,1,2,0,3,6,-0.8301366303391343,49,12,1,0,1
1063,7011,Graduation,Married,-0.7367322705245867,47,3,3,0,4,7,-0.7827600898595446,51,12,1,0,1
1064,4184,PhD,Together,0.25340340169128905,48,2,3,2,5,4,-0.4568094913599675,74,10,1,0,2
1065,7679,PhD,Single,-0.9048635178723858,48,1,1,1,3,3,-0.9059390951064777,39,10,0,0,1
1066,7485,PhD,Widow,0.4862331214663376,48,3,2,1,4,4,-0.6974823169962832,74,10,2,0,2
1067,7530,PhD,Widow,0.4862331214663376,48,3,2,1,4,4,-0.6974823169962832,74,10,2,0,2
1068,4369,Master,Absurd,0.9597348000985256,48,3,3,5,6,2,1.2563262123819958,67,10,0,1,0
1069,10652,Master,Together,0.9597348000985256,48,3,3,5,6,2,1.2563262123819958,67,10,0,1,0
1070,286,Graduation,Single,-0.1675340798501279,48,4,2,1,5,6,-0.6709514543277129,72,11,2,0,2
1071,5922,PhD,Married,-0.3725450461245164,48,2,4,1,5,7,-0.5458773874615961,50,11,1,0,1
1072,7250,Graduation,Together,0.5559654635746589,48,7,7,2,9,6,0.2007768904967374,46,11,1,2,2
1073,2478,Graduation,Married,-1.163869359989008,48,1,1,0,4,4,-0.8869884789146419,51,11,1,0,1
1074,1160,Graduation,Married,-1.8076747981471417,48,4,3,0,3,8,-0.8661428011036224,54,11,2,0,1
1075,9214,Graduation,Married,-0.2481819709510892,48,1,5,1,6,5,-0.2805687607758939,33,11,0,0,2
1076,273,Master,Married,-0.5954130027412333,48,5,3,1,4,7,-0.6728465159468965,54,11,2,0,1
1077,851,Master,Married,0.5172311610813589,48,9,5,2,10,6,0.25762873907224504,52,11,2,2,2
1078,9729,Graduation,Widow,0.5775846091523148,48,6,8,2,7,7,0.20646207535428815,69,11,2,2,2
1079,9665,PhD,Divorced,0.3636186536558091,48,4,5,2,5,6,-0.2748835759183431,67,11,1,0,2
1080,2620,PhD,Married,-0.677120655880315,48,1,1,0,2,8,-0.9154144032023958,50,11,1,0,1
1081,8254,PhD,Married,-0.677120655880315,48,1,1,0,2,8,-0.9154144032023958,50,11,1,0,1
1082,3852,Master,Together,1.4575050294036704,48,4,9,2,12,5,0.8678385804493602,63,11,2,2,0
1083,1000,Master,Together,1.4575050294036704,48,4,9,2,12,5,0.8678385804493602,63,11,2,2,0
1084,3099,Graduation,Divorced,-0.16467272234720287,48,5,5,2,4,9,-0.3715317184967061,54,11,2,0,2
1085,6318,Graduation,Married,1.1186991058165834,48,1,9,7,13,4,1.6296533513611626,36,11,0,1,0
1086,5396,Graduation,Married,1.1186991058165834,48,1,9,7,13,4,1.6296533513611626,36,11,0,1,0
1088,454,Graduation,Together,1.1727999578626291,48,2,11,4,11,6,1.191894117329754,44,12,1,2,0
1089,309,PhD,Together,0.8460753215101143,48,3,8,3,5,6,1.1274620222775118,63,12,1,2,0
1090,3571,PhD,Together,0.8460753215101143,48,3,8,3,5,6,1.1274620222775118,63,12,1,2,0
1092,2591,Graduation,Widow,1.5337549080464323,49,2,6,3,4,2,0.8071966086354855,65,10,1,2,0
1093,1640,Graduation,Divorced,0.9120455083831084,49,2,1,1,4,3,-0.7543341655717908,70,10,2,0,2
1094,810,Graduation,Married,1.4208902509866113,49,2,4,2,11,2,0.2557336774530614,49,10,1,2,0
1095,9423,Master,Married,-0.7741418704702363,49,2,2,0,4,5,-0.8718279859611732,45,10,1,0,1
1096,4345,2n Cycle,Single,-2.5102970294209572,49,1,1,0,2,7,-0.9192045264407629,60,10,2,0,1
1097,89,2n Cycle,Married,-1.3333253098844575,49,2,2,0,4,6,-0.8282415687199507,49,11,1,0,1
1098,5294,Graduation,Single,-1.5375414546302557,49,3,3,0,4,7,-0.8509823081501537,35,11,1,0,1
1099,1321,Graduation,Married,-1.1290561770367533,49,3,3,0,3,8,-0.8528773697693374,50,11,1,0,1
1100,2686,Basic,Together,-1.3238934277451861,49,1,1,0,2,7,-0.909729218344845,55,11,0,0,1
1101,1215,Graduation,Together,1.222184868839039,49,1,5,10,7,3,2.0200360449129815,46,11,0,1,0
